"Administración Local","Ayuntamiento de Bocairent (Valencia)","Alcaldía del Ayuntamiento de Bocairent",P4607400A,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=cGZKyEwSEwk%3D,"Plaza del Ayuntamiento 20",46880,Bocairent,España,962350014,962905085,obres@bocairent.es
"Administración Local","Ayuntamiento de Borriol (Castellón)","Alcaldía del Ayuntamiento de Borriol ",P1203100A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=vu3meW%2FIA4s%3D,"Plaza la Font 17",12190,"Borriol (Castellón)",España,964657611,964321401,alcaldia@borriol.org
"Administración Local","Ayuntamiento de Bretó de la Ribera (Zamora)","Alcaldía del Ayuntamiento de Bretó de la Ribera",P4902900B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=0m3pcOunLzc%3D,"Plaza Manuel Barbillo, s/n",49751,"Bretó de la Ribera (Zamora)",España,980647145,980647145,Mercs13@hotmail.com
"Administración Local","Ayuntamiento de Bretocino (Zamora)","Alcaldía del Ayuntamiento de Bretocino",P4903000J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=qVzrcEBNngI%3D,"Plaza Mayor",49698,"Bretocino (Zamora)",España,980640228,980640228,aytoburganes@macovall.net
"Administración Local","Ayuntamiento de Brunete","Alcaldía del Ayuntamiento de Brunete",P2802600C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=aW4%2Fi19AcEg%3D,"Plaza Mayor, 1",28690,Brunete,España,918163346,918158709,contratacion@brunete.org
"Administración Local","Ayuntamiento de Buenaventura (Toledo)","Alcaldía del Ayuntamiento de Buenaventura",P4502200A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=1VgwXsQ8yWA%3D,"Plaza del Ayuntamiento, 1",45634,"Buenaventura (Toledo)",España,925875001,925875099,buenaventuraayuntamiento@wanadoo.es
"Administración Local","Ayuntamiento de Burganes de Valverde (Zamora)","Alcaldía del Ayuntamiento de Burganes de Valverde",P4903300D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=tsf5m9QO1Es%3D,"Plaza Mayor",49698,"Burganes de Valverde (Zamora)",España,980640431,980640431,aytoburganes@macovall.net
"Administración Local","Ayuntamiento de Burgos","Alcaldía del Ayuntamiento de Burgos",P0906100C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=7MdsdOWbEw4%3D,"Plaza Mayor s/n",09071,Burgos,España,947288825,947288832,hacienda@aytoburgos.es
"Administración Local","Ayuntamiento de Burjassot (Valencia)","Alcaldía del Ayuntamiento de Burjassot ",P4608000H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=maZ%2FpQLbor0%3D,"Plaza Emilio Castelar 1",46100,"Burjassot (Valencia)",España,963160500,963900361,antonia.ramirez@ayto-burjassot.es
"Administración Local","Ayuntamiento de Bustarviejo (Madrid)","Alcaldía del Ayuntamiento de Bustarviejo",P2802800I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=9kp1YbsFBuo%3D,"Plaza de la Constitución, 1",28720,"Bustarviejo (Madrid)",España,918482004,918482676,ayuntamiento@bustarviejo.org
"Administración Local","Ayuntamiento de Bustillo de la Vega (Palencia)","Alcaldía del Ayuntamiento de Bustillo de la Vega (Palencia)",P3403800J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=9oB%2BsC4cDv4%3D,"Calle del Medio, 11",34116,"Bustillo de la Vega (Palencia)",España,979884010,979884010,ayto-bustillovega@dip-palencia.es
"Administración Local","Ayuntamiento de Cabra del Santo Cristo (Jaén)","Alcaldía del Ayuntamiento de Cabra del Santo Cristo",P2301700G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=OaRa6VrLqOA%3D,"Plaza de la Constitución, 1",23550,"Cabra del Santo Cristo (Jaén)",España,953397000,953397300,secretaria@aytocabradelsantocristo.com
"Administración Local","Ayuntamiento de Cabrales (Principado de Asturias)","Alcaldía del Ayuntamiento de Cabrales ",P3300800D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Mjt6DPIEDk0%3D,"Plaza del Ayuntamiento",33555,"Carreña de Cabrales",España,985845021,985845572,cristobal@cabrales.es
"Administración Local","Ayuntamiento de Cabranes (Principado de Asturias)","Alcaldía del Ayuntamiento de Cabranes ",P3300900B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=g6vserp4XNU%3D,"Jesús Arango 4",33310,"Santa Eulalia - Cabranes",España,985898002,985898121,ayuntamiento@cabranes.es
"Administración Local","Ayuntamiento de Cabuérniga (Cantabria)","Alcaldía del Ayuntamiento de Cabuérniga",P3901400F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=V1luLgOOxaA%3D,"Valle s/n",39510,"Cabuérniga (Cantabria)",España,942706001,942706002,secretario@cabuerniga.org
"Administración Local","Ayuntamiento de Cájar (Grananda)","Alcaldía del Ayuntamiento de Cájar",P1803700B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=vwl66VfzNAk%3D,"Campanario 3",18199,Cájar,España,958501505,958501655,oficinas@cajar.es
"Administración Local","Ayuntamiento de Camargo","Alcaldía del Ayuntamiento de Camargo",P3901600A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=kXZxNlpfiRk%3D,"Pedro Velarde, 13",39600,"Muriedas - Camargo",España,942251400,942251308,contratacion@aytocamargo.es
"Administración Local","Ayuntamiento de Camuñas (Toledo)","Alcaldía del Ayuntamiento de Camuñas",P4503400F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=caXjcOmpLio%3D,"Grande, 42",45720,"Camuñas (Toledo)",España,925470161,925470027,camunas@diputoledo.es
"Administración Local","Ayuntamiento de Cangas de Onís (Principado de Asturias)","Alcaldía del Ayuntamiento de Cangas de Onís",P3301200F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=3EpAP3o3d%2B4%3D,"Avda. de Covadonga, 21",33550,"Cangas de Onís, Principado de Asturias",España,985848043,985848563,cangasdeonis@cangasdeonis.com
"Administración Local","Ilustrisimo Ayuntamiento de Cangas del Narcea","Alcaldía del Ayuntamiento de Cangas del Narcea",P3301100H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=eFTJZxnFiZk%3D,"Plaza Conde Toreno, 1",33800,"Cangas del Narcea",España,985813865,985812727,pilar@ayto-cnarcea.es
"Administración Local","Ayuntamiento de Carbonero el Mayor (Segovia)","Alcaldía del Ayuntamiento de Carbonero el Mayor",P4004700C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=u01ZrAhKhEY%3D,"Plaza de España, 1",40270,"Carbonero el Mayor (Segovia)",España,921560002,921560057,info@carboneroelmayor.net
"Administración Local","Ayuntamiento de Carranque (Toledo)","Alcaldía del Ayuntamiento de Carranque ",P4503800G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=d3KqYLz5Zy4%3D,"Plaza de la Villa 1",45216,"Carranque (Toledo)",España,925544065,925544254,contratacion@ayto-carranque.com
"Administración Local","Ayuntamiento de Carreño (Principado de Asturias)","Alcaldía del Ayuntamiento de Carreño",P3301400B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Fg%2FZojQU%2F%2B4%3D,"Santolaya, 1 y 3",33430,Candás,España,985870205,985884711,contratacion@ayto-carreno.es
"Administración Local","Ayuntamiento de Carrión de los Condes (Palencia)","Alcaldía del Ayuntamiento de Carrión de los Condes ",P3404700A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=%2BF5Jc%2BwjwVc%3D,"Plaza Mayor, 1",34120,"Carrión de los Condes (Palencia)",España,979880259,979880461,ayto-carrion-secretaria@dip-palencia.es
"Administración Local","Ayuntamiento de Cartes (Cantabria)","Alcaldía del Ayuntamiento de Cartes",P3901800G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=qW7dJxU%2F5SE%3D,"Camino Real",39311,"Cartes (Cantabria)",España,942819447,942819454,secretario@aytocartes.org
"Administración Local","Ayuntamiento de Casasola de Arión (Valladolid)","Alcaldía del Ayuntamiento de Casasola de Arión (Valladolid)",P4703700G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=HG2IObge9%2BE%3D,"Plaza de España, 1",47110,"Casasola de Arión (Valladolid)",España,,,ayto.casasola@dipvalladolid.es
"Administración Local","Ayuntamiento de Castrejon de la Peña (Palencia)","Alcaldía del Ayuntamiento de Castrejon de la Peña (Palencia)",P3404900G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=%2B2KY3SGxhAI%3D,"Plaza Mayor, 1",34850,"Castrejon de la Peña (Palencia)",España,979877119,979877119,ayto-castrejon@dip-palencia.es
"Administración Local","Ayuntamiento de Castrillo de la Guareña (Zamora)","Alcaldía del Ayuntamiento de Castrillo de la Guareña",P4904500H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=5NZR0uhdHUw%3D,"Juan Carlos I, 8",49419,"Castrillo de la Guareña (Zamora)",España,980605220,980605220,aytocastrillo@yahoo.es
"Administración Local","Ayuntamiento de Castrillo del Val (Burgos)","Alcaldía del Ayuntamiento de Castrillo del Val",P0908900D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=nCTFMi%2BGaOk%3D,"Plaza Mayor, 1",09193,"Castrillo del Val (Burgos)",España,947421806,947421802,castrival@telefonica.net
"Administración Local","Ayuntamiento de Castromocho (Palencia)","Alcaldía del Ayuntamiento de Castromocho",P3405300I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Q2sK1Sjz9uo%3D,"Plaza de España, 1",34305,"Castromocho (Palencia)",España,979060529,979835706,ayto-castromocho@dip-palencia.es
"Administración Local","Ayuntamiento de Cebreros (Ávila)","Alcaldía del Ayuntamiento de Cebreros",P0505700E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=SHUY%2Fcft91A%3D,"Plaza de España, 1",05260,"Cebreros (Ávila)",España,918630010,918630087,ayuntamiento@villadecebreros.org
"Administración Local","Ayuntamiento de Cellorigo (La Rioja)","Alcaldía del Ayuntamiento de Cellorigo ",P2604500E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=sqo0NMqdH%2BQ%3D,"Arriba s/n",26212,Cellorigo,España,941300484,941300484,riojaalta5@hotmail.com
"Administración Local","Ayuntamiento de Cerezo de Río Tirón (Burgos)","Alcaldía del Ayuntamiento de Cerezo de Río Tirón ",P0910100G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=xQzvZMztfDw%3D,"Avda. Andrés de Cerezo s/n",09270,"Cerezo de Río Tirón (Burgos)",España,947583053,947583051,secretario@cerezoderiotiron.es
"Administración Local","Ayuntamiento de Cervera de los Montes (Toledo)","Alcaldía del Ayuntamiento de Cervera de los Montes",P4504900D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=0QzvCHzCljc%3D,"Plaza Generalisimo,s/n",45637," Cervera de los Montes (Toledo)",España,925875501,925875623,ayuntamientocervera@yahoo.es
"Administración Local","Ayuntamiento de Cervera de Pisuerga (Palencia)","Alcaldía del Ayuntamiento de Cervera de Pisuerga",P3405700J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=hIXbdmZhwk0%3D,"Plaza Modesto Lafuente, 1",34840,"Cervera de Pisuerga",España,979870002,979870504,ayto-cervera@dip-palencia.es
"Administración Local","Ayuntamiento de Cervera del Río Alhama (La Rioja)","Alcaldía del Ayuntamiento de Cervera del Río Alhama",P2604700A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=wuaZQ%2BEB%2BtU%3D,"Plaza de la Constitución s/n",26520,"Cervera del Río Alhama (La Rioja)",España,941198000,941177177,aytocervera@larioja.org
"Administración Local","Ayuntamiento de Chapinería (Madrid)","Alcaldía del Ayuntamiento de Chapinería ",P2805100A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=IgwB1jA9ZOk%3D,"Plaza de la Constitución 1",28694,Chapinería,España,918652238,918652137,contratacion@aytochapineria.org
"Administración Local","Ayuntamiento de Chella (Valencia)","Alcaldía del Ayuntamiento de Chella ",P4610900E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=aLHgjFw%2B8aU%3D,"Plaza Iglesia",46821,Chella,España,962220001,962220424,chella@gva.es
"Administración Local","Ayuntamiento de Chozas de Canales (Toledo)","Alcaldía del Ayuntamiento de Chozas de Canales ",P4505600I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=RL1m79KD8bQ%3D,"Pza.de la Constitución, 1",45960,"Chozas de Canales (Toledo)",España,918176186,918176024,chozas-canales@local.jccm.es
"Administración Local","Ayuntamiento de Cihuri (La Rioja)","Alcaldía del Ayuntamiento de Cihuri",P2604900G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=NzoQWyHwTIw%3D,"Plaza Neftalí Isasi, 1",26210,"Cihuri (La Rioja)",España,941320101,941320101,ayuntamiento@cihuri.org
"Administración Local","Ayuntamiento de Cisneros (Palencia)","Alcaldía del Ayuntamiento de Cisneros ",P3406000D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=M7hg6UFHNYs%3D,"Plaza España, 9",34320,"Cisneros (Palencia)",España,979848422,979848422,ayto-cisneros@dip-palencia.es
"Administración Local","Ayuntamiento de Coca (Segovia)","Alcaldía del Ayuntamiento de Coca",P4006500E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=YrIAaO%2F7Zd4%3D,"Plaza Mayor, 1",40480,"Coca (Segovia)",España,921586011,921586076,secretaria@coca-ciudaddecauca.org
"Administración Local","Ayuntamiento de Colindres (Cantabria)","Alcaldía del Ayuntamiento de Colindres",P3902300G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=r5AlgTa8kdc%3D,"Alameda del Ayuntamiento, 1",39750,"Colindres (Cantabria)",España,942674000,942674588,administracion@colindres.es
"Administración Local","Ayuntamiento de Collado Villalba (Madrid)","Alcaldía del Ayuntamiento de Collado Villalba ",P2804700I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=1F62HtQnC%2BU%3D,"Plaza de la Constitución 1",28400,"Collado Villalba (Madrid)",España,918562860,,francisco.valenciano@ayto-colladovillalba.org
"Administración Local","Ayuntamiento de Cornago","Alcaldía del Ayuntamiento de Cornago",P2605400G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=05SvecFtjXI%3D,"Plaza Carlos Pinilla, S/N",26526,"Cornago, La Rioja",España,941196001,941196196,balvarez@espublico.com
"Administración Local","Ayuntamiento de Cortegana (Huelva)","Alcaldía del Ayuntamiento de Cortegana",P2102500B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=jHOCTTBhxXY%3D,"Carmen, 8",21230,"Cortegana (Huelva)",España,959131550,959131460,aytocortegana@gmail.com
"Administración Local","Ayuntamiento de Cózar (Ciudad Real)","Alcaldía del Ayuntamiento de Cózar ",P1303700G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=xaJbw4qF7XY%3D,"Plaza del Cristo 1",13345,Cózar,España,926365101,926365444,aytocozar@cozar.es
"Administración Local","Ayuntamiento de Cudillero (Asturias)","Alcaldía del Ayuntamiento de Cudillero",P3302100G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=PDEE1JTCC%2Bw%3D,"Plaza de San Pedro, s/n",33150,"Cudillero (Asturias)",España,985590003,985590713,secretaria@aytocudillero.e.telefonica.net
"Administración Local","Ayuntamiento de Cuéllar (Segovia)","Alcaldía del Ayuntamiento de Cuéllar ",P4007200A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=U6KxgC4kyg4%3D,"Plaza Mayor 1",40200,Cuéllar,España,921140014,921142076,secretaria@aytocuellar.es
"Administración Local","Ayuntamiento de Cuevas del Campo (Granada)","Alcaldía del Ayuntamiento de Cuevas del Campo ",P1800005I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=IEFaMbGEVFU%3D,"Puerta Real, 73",18813,"Cuevas del Campo (Granada)",España,958718051,958718415,cuevasdelcampo@dipgra.es
"Administración Local","Ayuntamiento de Culleredo (Coruña)","Alcaldía del Ayuntamiento de Culleredo ",P1503100H,Gallego,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=PRycKkMkyd0%3D,"Rúa do Concello 12",15189,Culleredo,España,981677777,981677646,contratacion@culleredo.org
"Administración Local","Ayuntamiento de Dueñas","Alcaldía del Ayuntamiento de Dueñas (Palencia)",P3406900E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=%2Frdm7x1TPis%3D,"Plaza de España, 1",34210,"Dueñas (Palencia)",España,979780001,979780810,ayto-duenas@dip-palencia.es
"Administración Local","Ayuntamiento de Duruelo de la Sierra (Soria)","Alcaldía del Ayuntamiento de Duruelo de la Sierra ",P4212400H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=wtORKT1cD4g%3D,"c/ La Iglesia s/n",42158,"Duruelo de la Sierra ",España,975371250,975371316,duruelo@dipsoria.es
"Administración Local","Ayuntamiento de Eibar (Guipuzcoa)","Alcaldía del Ayuntamiento de Eibar",P2003100A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=GBIKcOdVfHg%3D,"Untzaga Plaza, 1",20600,"Eibar (Guipuzcoa)",España,943708414,943200288,eerrasti@eibar.net
"Administración Local","Ayuntamiento de El Brull (Barcelona)","Alcaldía del Ayuntamiento de El Brull ",P0802600G,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=vcqbNR0vmZE%3D,"Plaça de l Ajuntament s/n",08553,"El Brull",España,938840041,938841054,vergestm@elbrull.cat
"Administración Local","Ayuntamiento de El Franco (Principado de Asturias)","Alcaldía del Ayuntamiento de El Franco",P3302300C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=DdNJX3m4ezg%3D,"Plaza de España s/n",33750,"La Caridad (Principado de Asturias)",España,985478601,985478731,alcaldia@elfranco.net
